,alias,categories,coordinates_latitude,coordinates_longitude,display_phone,distance,id,image_url,is_closed,location_address1,location_address2,location_address3,location_city,location_country,location_display_address,location_state,location_zip_code,name,phone,price,rating,review_count,transactions,url
535,nolita-santiago,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'italian', 'title': 'Italian'}]",-33.4142262,-70.594513,+56 2 2232 6114,4381.580830177046,d0mhEQA2jtGgISjdXRW37g,https://s3-media3.fl.yelpcdn.com/bphoto/bmbkeJGWvBl0sP0eljk2kg/o.jpg,False,Isidora Goyenechea 3456,,,Santiago,CL,"['Isidora Goyenechea 3456', 'RM Santiago', 'Chile']",RM,,Nolita,+56222326114,,5.0,1,[],https://www.yelp.com/biz/nolita-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
536,del-beto-restaurant-santiago-3,"[{'alias': 'chilean', 'title': 'Chilean'}]",-33.3965403583916,-70.5815300779099,+56 2 2218 5474,6666.48402728604,EC-Wm0Og5KMFmC1JqVvOZw,https://s3-media1.fl.yelpcdn.com/bphoto/6LrRaOkLcFDmH6DZILg9FA/o.jpg,False,Av. Vitacura 5321,,,Santiago,CL,"['Av. Vitacura 5321', 'RM 7630000 Santiago', 'Chile']",RM,7630000,Del Beto Restaurant,+56222185474,$$$,4.5,2,[],https://www.yelp.com/biz/del-beto-restaurant-santiago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
537,matsuri-santiago,"[{'alias': 'japanese', 'title': 'Japanese'}]",-33.4033852,-70.5830765,+56 29503051,5987.82245158288,kYzT5UIS1mbv2i64zynIbA,https://s3-media3.fl.yelpcdn.com/bphoto/L_Ry1kL7pUyogNscX0DEIg/o.jpg,False,Av. Kennedy 4601,,,Santiago,CL,"['Av. Kennedy 4601', 'RM 7550000 Santiago', 'Chile']",RM,7550000,Matsuri,+5629503051,,4.0,4,[],https://www.yelp.com/biz/matsuri-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
538,las-tinajas-de-villa-alegre-santiago,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}]",-33.4437284,-70.6459483,+56 2 2633 4110,1887.1068916213067,P-V1QMitcKtH-_8o2jJxUg,https://s3-media3.fl.yelpcdn.com/bphoto/vfkc1SVjAY6bFquQApWzVA/o.jpg,False,Santa Rosa 34,,,Santiago,CL,"['Santa Rosa 34', 'RM 8330063 Santiago', 'Chile']",RM,8330063,Las Tinajas de Villa Alegre,+56226334110,,4.5,3,[],https://www.yelp.com/biz/las-tinajas-de-villa-alegre-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
539,puesto-fruta-don-andrés-santiago,"[{'alias': 'foodstands', 'title': 'Food Stands'}]",-33.4331206,-70.6401356,,1801.9649622489994,gpp19wHL0r-tY-EwWMckUg,https://s3-media3.fl.yelpcdn.com/bphoto/5UlFBYnjWy3HvYnix6jsFw/o.jpg,False,Loreto,Dardignac,,Santiago,CL,"['Loreto', 'Dardignac', 'RM Santiago', 'Chile']",RM,,Puesto Fruta Don Andrés,,$,4.5,2,[],https://www.yelp.com/biz/puesto-fruta-don-andr%C3%A9s-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
540,pisco-sour-santiago,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",-33.4526129,-70.5716891,+56 2 2895 4751,5096.204521795506,no0YF6TuFjnx9g0yolohQQ,https://s3-media4.fl.yelpcdn.com/bphoto/iE7KIAMVQYantgXilYcASQ/o.jpg,False,Plaza Egaña 68,,,Santiago,CL,"['Plaza Egaña 68', 'RM 7750000 Santiago', 'Chile']",RM,7750000,Pisco Sour,+56228954751,$$,5.0,4,[],https://www.yelp.com/biz/pisco-sour-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
541,punto-sushi-santiago,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",-33.42854,-70.62585,+56 2 2762 1048,1688.1594057444445,NDHFR48lj2kDW8hs4a6oGA,https://s3-media3.fl.yelpcdn.com/bphoto/LkPC_H211plOo12z-Fc-Kw/o.jpg,False,Los Piñones 37,,,Santiago,CL,"['Los Piñones 37', 'RM 7500000 Santiago', 'Chile']",RM,7500000,Punto Sushi,+56227621048,$,4.0,2,[],https://www.yelp.com/biz/punto-sushi-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
542,ávila-gourmet-santiago,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",-33.4464074,-70.6248861,+56 9 7757 5396,289.2863398180571,sUqH49C0FSro-70ROhtTQA,https://s3-media3.fl.yelpcdn.com/bphoto/86oUTQM4PyeWEEd6oIu14Q/o.jpg,False,Italia 1308,,,Santiago,CL,"['Italia 1308', 'RM 7500000 Santiago', 'Chile']",RM,7500000,Ávila Gourmet,+56977575396,$,4.0,5,[],https://www.yelp.com/biz/%C3%A1vila-gourmet-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
543,el-zocalo-providencia,"[{'alias': 'mexican', 'title': 'Mexican'}]",-33.4243934217592,-70.6133502621895,,2447.0105898773672,ZCmJhWSz9_UxnOEvdFpKjA,https://s3-media2.fl.yelpcdn.com/bphoto/3ETLBtRJ6UtsCblP3d9ydw/o.jpg,False,Av. Providencia 1941,,,Providencia,CL,"['Av. Providencia 1941', 'RM Providencia', 'Chile']",RM,,El Zocalo,,,3.5,3,[],https://www.yelp.com/biz/el-zocalo-providencia?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
544,rincón-arabe-santiago,"[{'alias': 'arabian', 'title': 'Arabian'}]",-33.4557602899034,-70.5959467,+56 23415428,3052.894977029398,8UoJHYdI9o2lGOm5CyFzbA,https://s3-media3.fl.yelpcdn.com/bphoto/ejJUY6Snku-IuGiOE78rbQ/o.jpg,False,Juan Enrique Concha 55,,,Santiago,CL,"['Juan Enrique Concha 55', 'RM Santiago', 'Chile']",RM,,Rincón Arabe,+5623415428,$$,4.0,7,[],https://www.yelp.com/biz/rinc%C3%B3n-arabe-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
545,el-otro-sitio-santiago,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",-33.43125533,-70.6367888,,1745.1624140122435,bxwNXk9tyK7xdkJOFAwf2A,https://s3-media4.fl.yelpcdn.com/bphoto/1cEiavDiG0YJ3KNvp3uoSg/o.jpg,False,Alto Las Condes,Las Condes 9001 local 3260,,Santiago,CL,"['Alto Las Condes', 'Las Condes 9001 local 3260', 'RM Santiago', 'Chile']",RM,,El Otro Sitio,,$$,4.5,2,[],https://www.yelp.com/biz/el-otro-sitio-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
546,tio-tomate-santiago,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",-33.401149816575,-70.5920872933411,+56 2 2986 0553,5679.0553459835755,aDwtP1TWsOlqRClj0lVNbg,https://s3-media2.fl.yelpcdn.com/bphoto/6K-DN4NRFmQIs_fLqzmopg/o.jpg,False,El Mañio 1620,,,Santiago,CL,"['El Mañio 1620', 'RM 7630420 Santiago', 'Chile']",RM,7630420,Tio Tomate,+56229860553,,4.0,4,[],https://www.yelp.com/biz/tio-tomate-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
547,café-brazil-santiago,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'chilean', 'title': 'Chilean'}]",-33.438196,-70.66876,+56 26982196,4053.247799147907,HwJl0uC3sEwJDoj1hhbWtQ,https://s3-media2.fl.yelpcdn.com/bphoto/QkhbqMDlmX9P4HGM8eq0oA/o.jpg,False,Ricardo Cummig 562,,,Santiago,CL,"['Ricardo Cummig 562', 'RM Santiago', 'Chile']",RM,,Café Brazil,+5626982196,,4.5,3,[],https://www.yelp.com/biz/caf%C3%A9-brazil-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
548,zanzíbar-santiago,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'african', 'title': 'African'}]",-33.3816912758096,-70.5794150191795,+56 2 2218 0118,8136.209295840132,f9S_txmzwBTqNbRVhpQK7Q,https://s3-media1.fl.yelpcdn.com/bphoto/0V8LUKEvdqQtRx0h3lLM7g/o.jpg,False,San Jose María Escrivá de Balaguer 6400,,,Santiago,CL,"['San Jose María Escrivá de Balaguer 6400', 'RM 7630000 Santiago', 'Chile']",RM,7630000,Zanzíbar,+56222180118,$$$,4.0,12,[],https://www.yelp.com/biz/zanz%C3%ADbar-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
549,sole-mío-santiago,"[{'alias': 'italian', 'title': 'Italian'}]",-33.4430647,-70.6621021,,3387.0648372366427,7AzWNWyJ0Aih7o6M0KqVwQ,https://s3-media4.fl.yelpcdn.com/bphoto/VWZfA6FNkeBZYiHaU_0bhw/o.jpg,False,"Moneda 1818, Santiago",,,Santiago,CL,"['Moneda 1818, Santiago', 'RM 8320000 Santiago', 'Chile']",RM,8320000,Sole Mío,,$$,4.0,6,[],https://www.yelp.com/biz/sole-m%C3%ADo-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
550,sliders-providencia-2,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",-33.431722,-70.618408,+56 9 7607 7484,1507.769535993892,vDpIODWkJR4Heb-yv0YwQQ,https://s3-media1.fl.yelpcdn.com/bphoto/lKG758RtN4FL_arsivgw7w/o.jpg,False,Av. Manuel Montt 356,,,Providencia,CL,"['Av. Manuel Montt 356', 'RM Providencia', 'Chile']",RM,,Sliders,+56976077484,$,4.0,2,[],https://www.yelp.com/biz/sliders-providencia-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
551,tambo-santiago-3,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",-33.434086,-70.635003,+56 2 2735 3519,1394.577352629098,JSlBfkIhRt_pE8QRSihJWg,https://s3-media3.fl.yelpcdn.com/bphoto/ereG44_4_hbHdu-PRBY4hw/o.jpg,False,Constitución 36,,,Santiago,CL,"['Constitución 36', 'RM 7500000 Santiago', 'Chile']",RM,7500000,Tambo,+56227353519,$$$,3.5,8,[],https://www.yelp.com/biz/tambo-santiago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
552,gabriela-café-santiago-2,"[{'alias': 'cafes', 'title': 'Cafes'}]",-33.4518242,-70.6858152,+56 2 2638 6643,5655.251129708427,LV2WPqSoQDnGpV4UpFw4eg,https://s3-media1.fl.yelpcdn.com/bphoto/T_w61CkIqMCYMhmJp4gqlA/o.jpg,False,Av. Libertador Bernardo O'Higgins 227,,,Santiago,CL,"[""Av. Libertador Bernardo O'Higgins 227"", 'RM 8320000 Santiago', 'Chile']",RM,8320000,Gabriela Café,+56226386643,$$,4.0,6,[],https://www.yelp.com/biz/gabriela-caf%C3%A9-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
553,los-vikingos-santiago,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chilean', 'title': 'Chilean'}]",-33.4429914698281,-70.6681934528269,+56 9 6831 7281,3952.270495779407,N0TDbGBv6SW0DQ2gxOAJEA,https://s3-media1.fl.yelpcdn.com/bphoto/7ka96Z5V7KzeeCtN0HhHdQ/o.jpg,False,Ricardo Cumming 166,,,Santiago,CL,"['Ricardo Cumming 166', 'RM Santiago', 'Chile']",RM,,Los Vikingos,+56968317281,$$$,4.0,10,[],https://www.yelp.com/biz/los-vikingos-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
554,picada-pancho-causeo-santiago,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",-33.45099519,-70.69141545,+56 27611124,6156.491753741724,gveoo2QVOf-DokE6NBE4yQ,https://s3-media3.fl.yelpcdn.com/bphoto/YCWN6JoHL2JvC4w9siQWwQ/o.jpg,False,Ecuador 4102,,,Santiago,CL,"['Ecuador 4102', 'RM Santiago', 'Chile']",RM,,Picada Pancho Causeo,+5627611124,$$,4.5,3,[],https://www.yelp.com/biz/picada-pancho-causeo-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
555,sherezade-santiago,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",-33.4291703,-70.6427378,+56 2 2737 5106,2280.359935965304,uttnBr-PTzjTkyCIPZC1rA,https://s3-media3.fl.yelpcdn.com/bphoto/FFgnk94Jfx20jkoR7d8-5Q/o.jpg,False,Rio de Janeiro 370,,,Santiago,CL,"['Rio de Janeiro 370', 'RM 8420000 Santiago', 'Chile']",RM,8420000,Sherezade,+56227375106,$$,5.0,4,[],https://www.yelp.com/biz/sherezade-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
556,duri-sushi-santiago,"[{'alias': 'japanese', 'title': 'Japanese'}]",-33.4407729,-70.6505428,+56 2 2672 2099,2338.97639121678,1d9mjpRKyI9zUUUYNpUl1g,https://s3-media2.fl.yelpcdn.com/bphoto/h2Ei0pThmnE9kKnWZlWa_A/o.jpg,False,Agustinas 984,Santiago Centro,,Santiago,CL,"['Agustinas 984', 'Santiago Centro', 'RM Santiago', 'Chile']",RM,,Duri Sushi,+56226722099,$$$,4.0,5,[],https://www.yelp.com/biz/duri-sushi-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
557,warique-restaurant-santiago,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",-33.4565071,-70.6118137,+56 23411495,1900.2090464578032,k1ZsKFCmWEhH3gpQQxagSA,https://s3-media2.fl.yelpcdn.com/bphoto/Zsk9vTeDXGBUdVlCLWz1kg/o.jpg,False,José Domingo Cañas 1879,,,Santiago,CL,"['José Domingo Cañas 1879', 'RM Santiago', 'Chile']",RM,,Warique Restaurant,+5623411495,$$,4.0,2,[],https://www.yelp.com/biz/warique-restaurant-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
558,el-otro-sitio-santiago-3,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",-33.4691199,-70.641997,,3192.115052052706,iOgDwcgCpiyez4jRmX5f2g,https://s3-media2.fl.yelpcdn.com/bphoto/KB2GBYomXhQ7qTYnBs5AyA/o.jpg,False,Monseñor Escrivá de Balaguer 6400,Local 2,,Santiago,CL,"['Monseñor Escrivá de Balaguer 6400', 'Local 2', 'RM 7690000 Santiago', 'Chile']",RM,7690000,El Otro Sitio,,$$$$,5.0,3,[],https://www.yelp.com/biz/el-otro-sitio-santiago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
559,filippo-santiago-2,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",-33.4407498899749,-70.6649043783545,+56 2 2699 2000,3662.459636855552,8dBaKufgLup65V0URuV-fQ,https://s3-media1.fl.yelpcdn.com/bphoto/iKWswpdAqSKs1qHfZKzt9A/o.jpg,False,Av. Brasil 327,,,Santiago,CL,"['Av. Brasil 327', 'RM Santiago', 'Chile']",RM,,Filippo,+56226992000,$$,4.5,5,[],https://www.yelp.com/biz/filippo-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
560,meze-santiago,"[{'alias': 'turkish', 'title': 'Turkish'}]",-33.4309835556336,-70.6187415418492,+56 2 2378 3646,1568.9685842998522,aPpAB8bqlqBtEiXHzEqEDA,https://s3-media3.fl.yelpcdn.com/bphoto/2xgNHv8LUJ3KrtnoxkNGZw/o.jpg,False,"Manuel Montt, 270",,,Santiago,CL,"['Manuel Montt, 270', 'RM 7500000 Santiago', 'Chile']",RM,7500000,Meze,+56223783646,$$$,2.5,7,[],https://www.yelp.com/biz/meze-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
561,barandarian-santiago,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",-33.4316402967671,-70.6184800589975,+56 27370725,1512.982947434591,U7Tvo8cjLIPe9wqmYmEOzw,https://s3-media3.fl.yelpcdn.com/bphoto/wwHxSMiXSdd2XuUup6PbCA/o.jpg,False,Av. Manuel Montt 315,,,Santiago,CL,"['Av. Manuel Montt 315', 'RM 7500000 Santiago', 'Chile']",RM,7500000,Barandarian,+5627370725,,4.0,3,[],https://www.yelp.com/biz/barandarian-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
562,vapiano-providencia-2,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cafeteria', 'title': 'Cafeteria'}]",-33.4236970290143,-70.6128089940728,+56 22335698,2538.935793956438,jlUMJoSPww2JURmRptuaxA,https://s3-media4.fl.yelpcdn.com/bphoto/daxSic8UNMyTkrZPaApgGQ/o.jpg,False,Providencia 1984,,,Providencia,CL,"['Providencia 1984', 'RM Providencia', 'Chile']",RM,,Vapiano,+5622335698,,4.5,4,[],https://www.yelp.com/biz/vapiano-providencia-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
563,da-dino-santiago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]",-33.414636,-70.586925002239,+56 22081344,4843.534450242632,vx9xNoukqmu9FQXG_5arEQ,https://s3-media3.fl.yelpcdn.com/bphoto/iOLqun5U8NwxrYDyZ9juEg/o.jpg,False,Av. Apoquindo 4228,,,Santiago,CL,"['Av. Apoquindo 4228', 'RM 7550000 Santiago', 'Chile']",RM,7550000,Da Dino,+5622081344,$$,4.5,10,[],https://www.yelp.com/biz/da-dino-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
564,duetto-santiago,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",-33.4393202,-70.6523488,+56 2 2699 5274,2532.1728046171825,wF8gbFZM5a2hjnECjsTdZQ,https://s3-media1.fl.yelpcdn.com/bphoto/r0zoLwjumBsRe7qJZYrNFQ/o.jpg,False,Bandera 341,Santiago Centro,,Santiago,CL,"['Bandera 341', 'Santiago Centro', 'RM 8320298 Santiago', 'Chile']",RM,8320298,Duetto,+56226995274,,5.0,1,[],https://www.yelp.com/biz/duetto-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
565,único-pizza-bar-santiago,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'pizza', 'title': 'Pizza'}]",-33.4467156194703,-70.6258930170746,+56 2 2634 5283,316.7335537706916,QjYT7xKs89vZvJ1TjAMS-g,https://s3-media2.fl.yelpcdn.com/bphoto/RCWSM2auaSc82a-0S3-kCQ/o.jpg,False,Av. Condell #1308,,,Santiago,CL,"['Av. Condell #1308', 'RM Santiago', 'Chile']",RM,,Único Pizza-Bar,+56226345283,$$,3.5,5,[],https://www.yelp.com/biz/%C3%BAnico-pizza-bar-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
566,la-estación-vitacura,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-33.40314,-70.59643,+56 2 2724 7318,5289.708189553942,HQdRI9WclE5nEsx5rzh1pw,https://s3-media1.fl.yelpcdn.com/bphoto/vU4L14xGewfek9vOsIP6fw/o.jpg,False,Antonio de Pastrana 2529,,,Vitacura,CL,"['Antonio de Pastrana 2529', 'RM Vitacura', 'Chile']",RM,,La Estación,+56227247318,,4.0,3,[],https://www.yelp.com/biz/la-estaci%C3%B3n-vitacura?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
567,restaurant-plaza-del-sol-santiago,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",-33.4209497590147,-70.6100625917315,+56 6222342314,2929.3254867071378,oz1P0D0frNjAZ83stlL1rA,https://s3-media3.fl.yelpcdn.com/bphoto/wxwkPxoW1DBZBOpn0mzseg/o.jpg,False,Santa Magdalena 76,,,Santiago,CL,"['Santa Magdalena 76', 'RM 7500000 Santiago', 'Chile']",RM,7500000,Restaurant Plaza del Sol,+566222342314,,5.0,2,[],https://www.yelp.com/biz/restaurant-plaza-del-sol-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
568,rosita-tex-mex-providencia,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",-33.43332,-70.635775,+56 9 4455 7466,1505.8427932047862,URMEqVRhv8FSCJglV3agcQ,https://s3-media2.fl.yelpcdn.com/bphoto/5qJMTWftjf23n2e7BHoSGQ/o.jpg,False,Pío Nono 73,,,Providencia,CL,"['Pío Nono 73', 'RM Providencia', 'Chile']",RM,,Rosita Tex Mex,+56944557466,,4.0,3,[],https://www.yelp.com/biz/rosita-tex-mex-providencia?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
569,primmo-santiago,"[{'alias': 'cafes', 'title': 'Cafes'}]",-33.442505,-70.656435,+56 9 5405 2435,2864.1175579018764,VRFoFwysh7XWfjus-tD0uQ,https://s3-media2.fl.yelpcdn.com/bphoto/LMtKVt6J2HAr7CwmebwFuQ/o.jpg,False,Moneda 1412,,,Santiago,CL,"['Moneda 1412', 'RM 8320000 Santiago', 'Chile']",RM,8320000,Primmo,+56954052435,,5.0,1,[],https://www.yelp.com/biz/primmo-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
570,el-taco-azteca-santiago-2,"[{'alias': 'mexican', 'title': 'Mexican'}]",-33.4728206,-70.6407096,+56 96242104,3509.992510548639,z8SU8rGL9irmlsBCmheZxg,https://s3-media4.fl.yelpcdn.com/bphoto/dmkI0CjYuxGWj6ptf7qwAw/o.jpg,False,"Víctor Manuel 2285, Galpón 1, Local 1, 3, 9 y 10,","Persa Paseo Santa Rosa, Barrio Franklin",,Santiago,CL,"['Víctor Manuel 2285, Galpón 1, Local 1, 3, 9 y 10,', 'Persa Paseo Santa Rosa, Barrio Franklin', 'RM 8361350 Santiago', 'Chile']",RM,8361350,El Taco Azteca,+5696242104,,5.0,2,[],https://www.yelp.com/biz/el-taco-azteca-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
571,barandiaran-santiago-3,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",-33.45378,-70.59335,+56 2 2205 5810,3140.5399545894898,zE_bB_pnVDSqLIXx_8QkMw,https://s3-media4.fl.yelpcdn.com/bphoto/GEqDWZQam3T0rq7DaGL2wA/o.jpg,False,Plaza Ñuño,19 de Abril 3561,Local 102,Santiago,CL,"['Plaza Ñuño', '19 de Abril 3561', 'Local 102', 'RM Santiago', 'Chile']",RM,,Barandiaran,+56222055810,$$,4.0,5,[],https://www.yelp.com/biz/barandiaran-santiago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
